Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,2.00,0.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,0.00,,,,,,,,,,,0.00,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,1.67,1.67,0.00,0.00,0.00,0.00,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,1.34,1.09,0.92,0.34,0.08,0.50,1.34,37.5,0.84,1.34,0.00,1.34,0.17,1.51,1.09,0.00,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,1.98,1.04,1.37,0.33,0.27,1.48,2.47,60.0,0.99,1.54,0.66,0.88,1.43,3.41,2.42,0.05,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,1.89,0.71,1.02,0.63,0.24,0.87,1.34,64.7,0.47,0.39,0.24,0.16,0.55,2.44,2.83,0.00,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,1.67,0.63,0.63,0.63,0.42,0.83,1.25,66.7,0.42,1.25,0.83,0.42,0.83,2.50,2.50,0.00,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,2.38,1.53,1.49,0.79,0.10,1.63,3.47,47.1,1.83,1.34,0.25,1.09,1.58,3.96,1.78,0.10,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,0.56,0.42,0.28,0.28,0.00,0.21,0.56,37.5,0.35,0.84,0.07,0.77,0.42,0.98,0.49,0.00,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,4.68,3.26,2.13,2.34,0.21,1.70,3.33,51.1,1.63,1.56,0.35,1.21,1.42,6.10,2.48,0.07,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,1.88,0.94,0.63,0.94,0.31,0.94,2.81,33.3,1.88,1.56,0.00,1.56,0.31,2.19,0.31,0.00,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,1.25,0.42,0.42,0.83,0.00,0.83,3.33,25.0,2.50,0.83,0.00,0.83,1.25,2.50,0.00,0.00,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,2.13,1.28,1.70,0.32,0.11,1.28,2.66,48.0,1.38,0.53,0.11,0.43,0.64,2.77,2.55,0.00,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,0.63,0.35,0.28,0.28,0.07,0.10,0.73,14.3,0.63,0.31,0.03,0.28,0.45,1.08,0.52,0.00,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,0.03,0.03,0.03,0.00,0.00,0.00,0.08,0.0,0.08,0.03,0.00,0.03,0.00,0.03,0.68,0.14,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,1.13,0.60,0.47,0.40,0.27,0.40,1.13,35.3,0.73,0.80,0.07,0.73,0.33,1.47,0.60,0.00,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,0.27,0.27,0.00,0.27,0.00,0.27,0.54,50.0,0.27,1.35,0.00,1.35,2.43,2.70,0.81,0.00,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,2.00,0.80,1.80,0.00,0.20,0.80,1.00,80.0,0.20,1.00,0.80,0.20,1.60,3.60,5.40,0.00,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,0.91,0.91,0.91,0.00,0.00,0.61,0.91,66.7,0.30,0.30,0.30,0.00,2.12,3.03,6.06,0.00,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,2.78,0.56,0.56,0.56,1.67,2.22,4.44,50.0,2.22,2.22,1.67,0.56,1.67,4.44,0.00,0.00,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,3.16,2.09,1.52,1.18,0.47,1.55,3.10,50.0,1.55,1.35,0.37,0.98,1.52,4.68,2.02,0.03,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,3.04,1.80,1.49,1.38,0.17,1.49,3.32,44.8,1.83,1.66,0.28,1.38,1.04,4.08,2.08,0.00,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,0.79,0.48,0.32,0.48,0.00,0.32,0.48,66.7,0.16,1.27,0.95,0.32,1.11,1.90,5.87,0.16,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,1.81,0.96,0.60,0.72,0.48,0.96,1.20,80.0,0.24,0.60,0.12,0.48,1.20,3.01,1.57,0.00,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,1.67,1.67,1.33,0.33,0.00,0.67,0.67,100.0,0.00,0.33,0.33,0.00,3.00,4.67,5.00,0.33,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,1.67,0.00,0.83,0.83,0.00,0.83,0.83,100.0,0.00,0.83,0.00,0.83,1.67,3.33,0.83,0.00,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,2.27,1.13,0.92,1.06,0.28,1.21,1.99,60.7,0.78,1.63,0.28,1.35,0.78,3.05,3.12,0.00,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,0.50,0.50,0.00,0.50,0.00,0.00,0.50,0.0,0.50,3.50,2.00,1.50,0.50,1.00,6.00,0.00,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,1.25,0.73,0.78,0.47,0.00,0.47,0.68,69.2,0.21,0.89,0.63,0.26,1.51,2.76,3.96,0.00,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,1.08,0.72,0.60,0.36,0.12,0.84,1.33,63.6,0.48,1.45,1.20,0.24,0.84,1.93,4.94,0.00,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,1.90,0.95,0.95,0.32,0.63,0.79,2.38,33.3,1.59,1.43,0.00,1.43,0.16,2.06,0.32,0.00,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,1.40,0.83,0.19,0.57,0.64,0.38,0.76,50.0,0.38,0.51,0.00,0.51,0.38,1.78,0.13,0.00,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,0.51,0.29,0.00,0.51,0.00,0.36,0.51,71.4,0.15,0.22,0.07,0.15,0.15,0.66,0.95,0.00,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,2.41,1.96,1.52,0.63,0.27,1.43,3.21,44.4,1.79,1.79,0.45,1.34,0.36,2.77,1.25,0.00,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,0.79,0.00,0.00,0.48,0.32,0.48,1.90,25.0,1.43,0.16,0.00,0.16,0.16,0.95,0.00,0.00,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,0.88,0.59,0.59,0.29,0.00,0.44,1.03,42.9,0.59,1.62,1.32,0.29,1.62,2.50,7.21,0.00,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,0.07,0.07,0.07,0.00,0.00,0.07,0.14,50.0,0.07,0.00,0.00,0.00,0.07,0.14,0.49,0.07,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,3.26,1.86,1.55,1.16,0.54,1.40,2.87,48.6,1.47,0.85,0.23,0.62,0.93,4.19,1.01,0.00,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,0.96,,,,,,,,,,,0.38,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.05,0.00,0.05,0.05,0.05,0.45,0.00,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,2.50,0.00,0.00,2.50,0.00,0.00,2.50,0.0,2.50,0.00,0.00,0.00,2.50,5.00,0.00,0.00,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,0.99,0.86,0.37,0.62,0.00,0.62,1.85,33.3,1.23,0.62,0.00,0.62,0.86,1.85,0.37,0.00,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,1.13,0.70,0.35,0.78,0.00,0.35,1.25,28.1,0.89,0.58,0.12,0.47,1.05,2.18,0.62,0.04,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,0.85,0.45,0.18,0.54,0.13,0.27,0.94,28.6,0.67,0.45,0.00,0.45,0.22,1.08,0.04,0.00,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,3.33,3.33,0.00,3.33,0.00,3.33,3.33,100.0,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,2.44,1.30,1.68,0.69,0.08,1.60,2.14,75.0,0.53,0.76,0.53,0.23,1.45,3.89,3.74,0.00,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,1.03,0.68,0.77,0.26,0.00,0.64,1.00,64.5,0.35,0.48,0.45,0.03,1.38,2.41,2.70,0.00,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,10.0,0.00,10.0,0.00,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,2.33,1.16,1.16,1.03,0.14,1.10,2.33,47.1,1.23,1.03,0.27,0.75,0.68,3.01,0.82,0.00,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,1.60,0.60,0.60,0.40,0.60,0.60,2.40,25.0,1.80,0.60,0.00,0.60,1.20,2.80,0.40,0.00,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,1.29,0.54,0.88,0.41,0.00,0.88,1.56,56.5,0.68,0.95,0.00,0.95,0.68,1.97,1.84,0.00,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,2.90,1.74,2.17,0.58,0.14,1.88,3.33,56.5,1.45,1.16,0.43,0.72,1.30,4.20,1.59,0.00,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,1.23,0.65,0.58,0.52,0.13,0.32,1.17,27.8,0.84,0.58,0.06,0.52,0.52,1.75,0.52,0.00,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,2.36,1.25,1.25,0.83,0.28,0.83,1.39,60.0,0.56,0.28,0.14,0.14,2.50,4.86,1.53,0.00,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,2.07,1.38,1.03,1.03,0.00,1.03,1.03,100.0,0.00,0.34,0.34,0.00,2.76,4.83,2.41,0.00,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,0.47,0.47,0.16,0.16,0.16,0.24,0.71,33.3,0.47,0.87,0.00,0.87,0.31,0.79,0.63,0.00,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,1.30,0.43,0.22,1.09,0.00,0.65,2.61,25.0,1.96,0.87,0.22,0.65,0.65,1.96,0.65,0.00,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,1.52,1.09,0.43,1.09,0.00,1.09,2.17,50.0,1.09,0.87,0.00,0.87,0.22,1.74,0.65,0.00,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,1.10,0.58,0.90,0.19,0.00,0.77,1.48,52.2,0.71,1.03,0.77,0.26,0.77,1.87,4.45,0.00,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,1.00,0.71,0.14,0.64,0.21,0.50,1.21,41.2,0.71,0.43,0.00,0.43,0.21,1.21,0.43,0.00,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,1.83,1.50,1.33,0.50,0.00,1.00,2.00,50.0,1.00,0.83,0.50,0.33,2.33,4.17,3.67,0.00,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,2.55,1.52,1.31,0.97,0.28,1.24,2.55,48.6,1.31,1.59,0.76,0.83,1.24,3.79,1.79,0.07,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,2.22,1.27,1.27,0.95,0.00,1.59,1.90,83.3,0.32,0.63,0.00,0.63,0.95,3.17,0.48,0.00,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,1.30,0.37,1.11,0.19,0.00,0.37,0.93,40.0,0.56,0.37,0.19,0.19,2.04,3.33,6.30,0.00,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,1.75,1.00,1.75,0.00,0.00,1.50,1.50,100.0,0.00,1.00,0.75,0.25,2.00,3.75,3.50,0.25,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,2.47,1.72,0.86,1.08,0.54,1.40,2.90,48.1,1.51,1.18,0.11,1.08,2.26,4.73,0.75,0.00,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,1.76,1.18,1.18,0.00,0.59,1.18,2.94,40.0,1.76,0.00,0.00,0.00,1.76,3.53,0.59,0.00,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,0.64,0.43,0.32,0.21,0.11,0.32,1.81,17.6,1.49,0.32,0.00,0.32,0.64,1.28,0.11,0.00,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,1.00,0.80,0.20,0.60,0.20,0.60,1.60,37.5,1.00,1.00,0.60,0.40,0.20,1.20,0.00,0.00,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,1.67,1.00,0.80,0.60,0.27,0.73,1.60,45.8,0.87,1.60,0.27,1.33,0.53,2.20,0.87,0.00,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,0.30,0.11,0.07,0.11,0.11,0.07,0.97,7.7,0.90,0.19,0.00,0.19,0.90,1.20,0.37,0.00,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,2.50,1.25,1.25,1.25,0.00,2.50,3.75,66.7,1.25,3.75,2.50,1.25,1.25,3.75,2.50,0.00,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,0.83,0.65,0.14,0.32,0.37,0.41,1.24,33.3,0.83,0.92,0.23,0.69,0.65,1.47,0.88,0.00,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,2.06,1.03,0.72,1.03,0.31,0.72,2.06,35.0,1.34,1.55,0.21,1.34,1.13,3.20,0.82,0.00,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,2.60,1.33,0.92,1.16,0.52,0.69,2.02,34.3,1.33,1.45,0.17,1.27,1.73,4.34,2.37,0.00,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,2.56,1.59,0.85,0.98,0.73,0.85,2.20,38.9,1.34,0.37,0.12,0.24,0.85,3.41,0.12,0.00,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,1.03,0.45,0.81,0.23,0.00,0.71,1.00,71.0,0.29,1.26,0.97,0.29,0.61,1.65,5.19,0.00,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,1.38,0.69,0.31,0.69,0.38,0.63,1.82,34.5,1.19,0.69,0.00,0.69,0.31,1.70,0.82,0.00,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,1.70,1.13,0.75,0.57,0.38,0.57,1.51,37.5,0.94,0.94,0.19,0.75,0.19,1.89,0.94,0.00,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,0.75,0.25,0.25,0.50,0.00,0.25,0.75,33.3,0.50,0.25,0.00,0.25,0.25,1.00,0.25,0.00,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,0.09,0.00,0.09,0.00,0.00,0.09,0.09,100.0,0.00,0.00,0.00,0.00,0.00,0.09,0.31,0.00,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.20,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,0.07,0.07,0.07,0.00,0.00,0.07,0.07,100.0,0.00,0.00,0.00,0.00,0.04,0.11,0.36,0.00,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,0.59,0.37,0.40,0.15,0.04,0.22,0.37,60.0,0.15,1.32,0.96,0.37,0.81,1.40,4.45,0.04,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,0.84,0.51,0.22,0.39,0.22,0.45,1.07,42.1,0.62,0.45,0.00,0.45,0.17,1.01,0.45,0.00,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,0.81,0.65,0.48,0.32,0.00,0.48,1.29,37.5,0.81,0.48,0.16,0.32,1.45,2.26,1.94,0.00,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,1.83,1.13,1.08,0.48,0.27,0.75,1.88,40.0,1.13,0.81,0.05,0.75,0.81,2.63,1.94,0.00,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,1.94,1.15,0.63,1.05,0.26,0.68,1.41,48.1,0.73,1.26,0.31,0.94,1.99,3.93,1.52,0.00,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,0.67,0.67,0.67,0.00,0.00,0.67,1.33,50.0,0.67,1.00,0.67,0.33,1.67,2.33,5.00,0.00,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,4.55,2.73,0.00,1.82,2.73,2.73,5.45,50.0,2.73,0.91,0.00,0.91,0.00,4.55,0.91,0.00,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,10.0,10.0,0.00,0.00,10.0,0.00,0.00,,0.00,0.00,0.00,0.00,10.0,20.0,10.0,0.00,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,0.35,0.35,0.18,0.18,0.00,0.18,0.35,50.0,0.18,1.58,0.00,1.58,0.00,0.35,1.05,0.00,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,10.0,3.33,3.33,0.00,6.67,6.67,6.67,100.0,0.00,0.00,0.00,0.00,0.00,10.0,6.67,0.00,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,3.75,2.50,2.50,1.25,0.00,1.25,2.50,50.0,1.25,0.00,0.00,0.00,0.00,3.75,0.00,0.00,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,1.25,0.83,0.56,0.14,0.56,0.56,1.11,50.0,0.56,0.69,0.00,0.69,0.42,1.67,0.69,0.00,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,4.00,2.00,2.00,0.00,0.00,2.00,0.00,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,0.03,0.03,0.03,0.00,0.00,0.03,0.09,33.3,0.06,0.00,0.00,0.00,0.03,0.06,0.26,0.00,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.17,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,1.51,0.94,0.38,0.94,0.19,0.57,1.32,42.9,0.75,1.51,0.00,1.51,1.51,3.02,1.13,0.00,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,1.63,1.09,0.22,1.09,0.33,0.76,1.20,63.6,0.43,0.54,0.11,0.43,0.87,2.50,0.54,0.00,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,1.67,0.56,1.11,0.56,0.00,1.67,2.22,75.0,0.56,0.00,0.00,0.00,1.11,2.78,5.00,0.00,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,1.02,0.51,0.57,0.35,0.10,0.64,1.15,55.6,0.51,1.08,0.25,0.83,0.83,1.85,1.85,0.00,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,1.75,1.03,0.48,1.03,0.24,1.19,1.83,65.2,0.63,1.59,0.48,1.11,1.03,2.78,0.95,0.00,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,0.43,0.43,0.00,0.14,0.29,0.14,0.58,25.0,0.43,1.01,0.14,0.87,0.43,0.87,0.72,0.00,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,2.22,1.67,1.11,1.11,0.00,0.00,1.11,0.0,1.11,0.56,0.00,0.56,1.11,3.33,1.11,0.00,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,1.30,0.76,0.58,0.63,0.09,0.45,2.06,21.7,1.61,1.26,0.36,0.90,1.08,2.38,1.61,0.00,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,2.49,1.39,0.91,1.05,0.53,0.96,2.97,32.3,2.01,1.58,0.10,1.48,1.05,3.54,0.81,0.00,Matches,803d5265
