Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
401,Willian Maranhão,br BRA,MF,Santos,26,1995,1.8,0.00,0.56,0.00,0.0,0.55,0.00,0.00,,37.8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,f1d95c74
402,Fernando Marçal,br BRA,DF,Botafogo (RJ),32,1989,17.1,0.06,0.58,0.29,50.0,0.58,0.29,0.10,0.20,26.6,0.12,0.00,0.00,0.02,0.02,0.03,0.04,0.04,Matches,9ae9eaea
403,Marcelo,br BRA,DF,Fortaleza,26,1996,29.0,0.00,0.52,0.24,46.7,0.52,0.24,0.00,0.00,11.1,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches,300b455d
404,Marcinho,br BRA,FWMF,Avaí,26,1995,5.8,0.17,2.24,0.86,38.5,2.25,0.86,0.08,0.20,15.8,0.00,0.00,0.00,0.19,0.19,0.08,-0.02,-0.02,Matches,5465c7f9
405,Mariano,br BRA,DF,Atlético Mineiro,35,1986,19.2,0.00,0.26,0.00,0.0,0.26,0.00,0.00,,23.2,0.05,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,e26f559f
406,Marinho,br BRA,FW,Flamengo,31,1990,15.3,0.26,2.94,0.92,31.1,2.93,0.91,0.07,0.21,21.6,0.39,0.07,0.07,0.20,0.15,0.05,0.06,0.05,Matches,c077c735
407,Rodriguinho Marinho,br BRA,FWMF,Cuiabá,33,1988,16.5,0.18,2.97,0.79,26.5,2.98,0.79,0.06,0.23,16.9,0.12,0.00,0.00,0.27,0.27,0.09,-0.09,-0.09,Matches,0e335a47
408,Marlon,br BRA,DF,América (MG),27,1994,24.3,0.00,1.11,0.16,14.8,1.11,0.16,0.00,0.00,26.7,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches,a87b508e
409,Marlon,br BRA,DF,Fluminense,24,1997,3.0,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,22.1,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,63969d01
410,Marlon,br BRA,MFFW,Juventude,31,1990,4.5,0.00,0.44,0.00,0.0,0.44,0.00,0.00,,15.9,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,Matches,455c6130
411,Marlos,ua UKR,MFFW,Atl Paranaense,33,1988,1.7,0.00,2.35,0.59,25.0,2.40,0.60,0.00,0.00,18.5,0.59,0.00,0.00,0.18,0.18,0.07,-0.18,-0.18,Matches,9139bb12
412,Felipe Marques,br BRA,FWMF,Cuiabá,32,1990,10.6,0.00,1.60,0.47,29.4,1.60,0.47,0.00,0.00,20.0,0.00,0.00,0.00,0.10,0.10,0.06,-0.10,-0.10,Matches,30139a1c
413,Gustavo Marques,br BRA,DF,América (MG),20,2001,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,b4fce835
414,Marquinhos,br BRA,MF,São Paulo,18,2003,0.3,0.00,3.33,0.00,0.0,3.10,0.00,0.00,,28.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,59878425
415,Marquinhos,br BRA,FWMF,Cuiabá,25,1997,2.2,0.00,0.91,0.00,0.0,0.91,0.00,0.00,,19.7,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches,a9c95220
416,Marrony,br BRA,FWMF,Fluminense,22,1999,2.0,0.00,3.50,0.50,14.3,3.54,0.51,0.00,0.00,16.7,0.00,0.00,0.00,0.20,0.20,0.06,-0.20,-0.20,Matches,1dff86ec
417,Matheus Martinelli,br BRA,MF,Fluminense,20,2001,18.0,0.06,1.28,0.33,26.1,1.28,0.33,0.04,0.17,18.9,0.00,0.00,0.00,0.09,0.09,0.07,-0.03,-0.03,Matches,2b124c8c
418,Adrián Martínez,ar ARG,FWMF,Coritiba,29,1992,11.1,0.36,2.43,0.90,37.0,2.43,0.90,0.15,0.40,13.1,0.00,0.00,0.00,0.40,0.40,0.16,-0.04,-0.04,Matches,6c513f98
419,Matheus Martins,br BRA,FWMF,Fluminense,18,2003,17.8,0.17,2.70,0.67,25.0,2.69,0.67,0.06,0.25,17.9,0.06,0.00,0.00,0.21,0.21,0.08,-0.04,-0.04,Matches,73fd2787
420,Wellington Martins,br BRA,MF,Fluminense,31,1991,7.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,0430d656
421,Gonzalo Mastriani,uy URU,FW,América (MG),28,1993,5.2,0.19,1.54,0.58,37.5,1.54,0.58,0.13,0.33,13.8,0.00,0.00,0.00,0.25,0.25,0.17,-0.06,-0.06,Matches,b4339e2b
422,Mateusão,br BRA,FWMF,Flamengo,17,2004,2.5,0.00,0.80,0.00,0.0,0.79,0.00,0.00,,11.1,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches,78bee906
423,William Matheus,br BRA,DF,Juventude,31,1990,10.1,0.00,0.50,0.20,40.0,0.50,0.20,0.00,0.00,9.4,0.00,0.00,0.00,0.10,0.10,0.19,-0.10,-0.10,Matches,3498ddf4
424,Matheusinho,br BRA,MFFW,América (MG),23,1998,15.3,0.13,1.76,0.65,37.0,1.77,0.65,0.07,0.20,19.6,0.00,0.00,0.00,0.13,0.13,0.07,0.00,0.00,Matches,74f5a96d
425,Matheuzinho,br BRA,DF,Flamengo,21,2000,23.9,0.04,0.50,0.08,16.7,0.50,0.08,0.08,0.50,20.2,0.00,0.00,0.00,0.06,0.06,0.12,-0.02,-0.02,Matches,2a5bc0cd
426,Diego Matos,br BRA,DF,Avaí,25,1997,1.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,4b799458
427,Mauricio,br BRA,FWMF,Internacional,20,2001,17.4,0.34,2.18,0.63,28.9,2.18,0.63,0.16,0.55,17.9,0.00,0.00,0.00,0.23,0.23,0.11,0.11,0.11,Matches,bf4cbc22
428,Maycon,br BRA,MF,Corinthians,24,1997,8.8,0.00,0.68,0.00,0.0,0.68,0.00,0.00,,21.7,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,Matches,005ca692
429,Mayke,br BRA,DFFW,Palmeiras,29,1992,16.3,0.18,0.61,0.49,80.0,0.61,0.49,0.30,0.38,14.8,0.00,0.00,0.00,0.10,0.10,0.16,0.09,0.09,Matches,47431289
430,Bruno Melo,br BRA,DFMF,Corinthians,29,1992,4.9,0.00,0.82,0.20,25.0,0.82,0.20,0.00,0.00,8.0,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches,41ee21ae
431,Felipe Melo,br BRA,DFMF,Fluminense,38,1983,8.1,0.00,0.12,0.00,0.0,0.12,0.00,0.00,,13.4,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,Matches,b14d84d3
432,Darlan Mendes,br BRA,MFFW,Juventude,23,1998,1.3,0.00,1.54,0.00,0.0,1.51,0.00,0.00,,32.7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,a86f0d7b
433,Nathan Mendes,br BRA,DF,Coritiba,19,2002,5.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,c5aa7b35
434,Vitor Mendes,br BRA,DF,Juventude,22,1999,18.3,0.05,0.87,0.22,25.0,0.87,0.22,0.06,0.25,15.0,0.00,0.00,0.00,0.06,0.05,0.06,-0.01,0.00,Matches,3cdbeab9
435,Bruno Méndez,uy URU,DF,Internacional,22,1999,4.8,0.21,0.83,0.42,50.0,0.83,0.41,0.25,0.50,11.7,0.00,0.00,0.00,0.08,0.08,0.10,0.13,0.13,Matches,66017b9d
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,0.00,0.32,0.08,25.0,0.32,0.08,0.00,0.00,8.5,0.00,0.00,0.00,0.05,0.05,0.15,-0.05,-0.05,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,0.39,3.13,1.04,33.3,3.13,1.04,0.11,0.33,16.4,0.08,0.04,0.08,0.42,0.36,0.12,-0.04,-0.02,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,0.00,0.43,0.14,33.3,0.43,0.14,0.00,0.00,9.5,0.00,0.00,0.00,0.06,0.06,0.13,-0.06,-0.06,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,0.20,2.45,0.69,28.0,2.45,0.69,0.08,0.29,24.8,0.39,0.00,0.00,0.12,0.12,0.05,0.08,0.08,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,0.00,0.34,0.17,50.0,0.34,0.17,0.00,0.00,15.8,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,0.77,1.54,1.15,75.0,1.51,1.13,0.50,0.67,7.9,0.00,0.00,0.00,0.42,0.42,0.28,0.35,0.35,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,0.00,0.57,0.09,15.4,0.57,0.09,0.00,0.00,12.7,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,0.00,0.65,0.32,50.0,0.64,0.32,0.00,0.00,12.2,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,0.00,0.68,0.08,12.5,0.68,0.08,0.00,0.00,24.0,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,0.00,0.70,0.16,22.2,0.70,0.16,0.00,0.00,10.2,0.00,0.00,0.00,0.13,0.13,0.18,-0.13,-0.13,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,0.00,0.73,0.18,25.0,0.73,0.18,0.00,0.00,11.8,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,0.00,1.63,0.47,28.6,1.63,0.47,0.00,0.00,20.8,0.00,0.00,0.00,0.12,0.12,0.07,-0.12,-0.12,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,0.31,1.38,0.77,55.6,1.38,0.76,0.22,0.40,18.8,0.00,0.00,0.00,0.15,0.15,0.11,0.15,0.15,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,0.28,2.32,0.88,37.9,2.32,0.88,0.12,0.32,18.0,0.08,0.00,0.00,0.25,0.25,0.11,0.03,0.03,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,0.00,1.33,0.37,27.8,1.33,0.37,0.00,0.00,11.2,0.00,0.00,0.00,0.10,0.10,0.08,-0.10,-0.10,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,0.07,1.25,0.46,36.8,1.25,0.46,0.05,0.14,24.6,0.00,0.00,0.00,0.07,0.07,0.05,0.00,0.00,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,0.00,1.33,0.44,33.3,1.34,0.45,0.00,0.00,14.5,0.00,0.00,0.00,0.11,0.11,0.08,-0.11,-0.11,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,0.00,1.82,0.91,50.0,1.79,0.90,0.00,0.00,12.4,0.00,0.00,0.00,0.24,0.24,0.13,-0.24,-0.24,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,0.27,2.60,0.82,31.6,2.61,0.82,0.11,0.33,21.8,0.00,0.00,0.00,0.27,0.27,0.10,0.00,0.00,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,0.00,0.31,0.00,0.0,0.31,0.00,0.00,,23.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,0.00,1.43,0.71,50.0,1.38,0.69,0.00,0.00,14.9,0.00,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,0.24,1.19,0.40,33.3,1.19,0.40,0.20,0.60,13.6,0.00,0.00,0.00,0.13,0.13,0.11,0.10,0.10,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,0.05,0.82,0.31,37.5,0.82,0.31,0.06,0.17,25.5,0.00,0.00,0.00,0.03,0.03,0.03,0.03,0.03,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,0.28,1.26,0.21,16.7,1.26,0.21,0.11,0.67,16.1,0.00,0.14,0.14,0.34,0.22,0.18,-0.06,-0.08,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,0.56,3.15,1.48,47.1,3.15,1.48,0.18,0.38,27.5,0.56,0.00,0.00,0.19,0.19,0.06,0.37,0.37,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,0.00,2.06,0.88,42.9,2.06,0.88,0.00,0.00,14.8,0.00,0.00,0.00,0.22,0.22,0.11,-0.22,-0.22,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,0.06,0.50,0.22,43.8,0.50,0.22,0.13,0.29,14.6,0.00,0.00,0.00,0.05,0.05,0.10,0.01,0.01,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,24.7,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,0.07,1.34,0.22,16.7,1.34,0.22,0.06,0.33,24.9,0.15,0.00,0.00,0.07,0.07,0.05,0.00,0.00,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,0.00,3.33,3.33,100.0,3.33,3.33,0.00,0.00,29.6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,0.00,0.72,0.00,0.0,0.72,0.00,0.00,,19.5,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,0.19,3.36,1.03,30.6,3.35,1.02,0.06,0.18,24.9,0.37,0.00,0.00,0.20,0.20,0.06,-0.01,-0.01,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,0.00,3.64,0.00,0.0,3.79,0.00,0.00,,11.8,0.00,0.00,0.00,0.36,0.36,0.11,-0.36,-0.36,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,0.00,3.38,0.75,22.2,3.38,0.75,0.00,0.00,10.3,0.00,0.00,0.00,0.34,0.34,0.10,-0.34,-0.34,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,0.15,1.54,0.46,30.0,1.54,0.46,0.10,0.33,22.2,0.15,0.00,0.00,0.08,0.08,0.05,0.08,0.08,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,0.00,1.11,1.11,100.0,1.06,1.06,0.00,0.00,30.9,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,0.00,1.67,0.83,50.0,1.69,0.85,0.00,0.00,29.5,0.00,0.00,0.00,0.13,0.13,0.07,-0.13,-0.13,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,0.00,3.33,0.00,0.0,3.00,0.00,0.00,,11.2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,0.13,2.50,0.59,23.7,2.50,0.59,0.05,0.21,21.4,0.21,0.00,0.00,0.16,0.16,0.06,-0.03,-0.03,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,0.45,2.43,0.81,33.3,2.44,0.81,0.19,0.56,15.0,0.00,0.00,0.00,0.21,0.21,0.09,0.24,0.24,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,0.52,2.07,0.86,41.7,2.06,0.86,0.25,0.60,19.0,0.17,0.00,0.00,0.31,0.31,0.15,0.21,0.21,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,0.00,0.57,0.14,25.0,0.57,0.14,0.00,0.00,14.3,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,0.00,0.20,0.20,100.0,0.20,0.20,0.00,0.00,10.4,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,0.00,0.91,0.25,27.3,0.91,0.25,0.00,0.00,24.3,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,0.00,1.13,0.26,23.1,1.13,0.26,0.00,0.00,24.1,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,0.23,1.40,0.70,50.0,1.40,0.70,0.17,0.33,9.9,0.00,0.00,0.00,0.35,0.35,0.25,-0.12,-0.12,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,28.5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,0.00,1.80,1.20,66.7,1.82,1.21,0.00,0.00,23.4,0.00,0.00,0.00,0.08,0.08,0.04,-0.08,-0.08,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,0.00,0.95,0.36,37.5,0.95,0.36,0.00,0.00,24.4,0.00,0.00,0.00,0.04,0.04,0.04,-0.04,-0.04,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,0.00,1.21,0.00,0.0,1.23,0.00,0.00,,19.0,0.00,0.00,0.00,0.09,0.09,0.05,-0.09,-0.09,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,0.05,0.51,0.05,9.1,0.51,0.05,0.09,1.00,12.4,0.00,0.00,0.00,0.04,0.04,0.08,0.01,0.01,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,0.00,0.95,0.19,20.0,0.95,0.19,0.00,0.00,20.0,0.00,0.00,0.00,0.07,0.07,0.07,-0.07,-0.07,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,0.00,0.31,0.08,25.0,0.31,0.08,0.00,0.00,29.3,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,0.05,0.71,0.14,20.0,0.71,0.14,0.07,0.33,11.7,0.00,0.00,0.00,0.09,0.09,0.13,-0.05,-0.05,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,0.38,4.62,2.69,58.3,4.68,2.73,0.08,0.14,28.5,2.31,0.00,0.00,0.15,0.15,0.03,0.23,0.23,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,0.00,1.25,0.17,13.3,1.25,0.17,0.00,0.00,28.3,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,0.24,2.35,0.96,41.0,2.35,0.96,0.10,0.25,16.9,0.06,0.00,0.00,0.30,0.30,0.12,-0.05,-0.05,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,0.00,0.79,0.14,17.6,0.79,0.14,0.00,0.00,10.4,0.00,0.00,0.00,0.06,0.06,0.08,-0.06,-0.06,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,0.00,1.05,0.00,0.0,1.05,0.00,0.00,,13.7,0.00,0.00,0.00,0.11,0.11,0.10,-0.11,-0.11,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,0.22,2.44,0.89,36.4,2.46,0.90,0.09,0.25,19.3,0.22,0.00,0.00,0.20,0.20,0.09,0.02,0.02,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,0.04,0.50,0.15,30.8,0.50,0.15,0.08,0.25,,,0.00,0.00,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,0.23,2.73,0.70,25.5,2.73,0.70,0.09,0.33,19.8,0.12,0.00,0.00,0.29,0.29,0.11,-0.06,-0.06,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,0.04,0.85,0.12,14.3,0.85,0.12,0.05,0.33,23.1,0.04,0.00,0.00,0.04,0.04,0.05,0.00,0.00,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,0.30,1.67,0.61,36.4,1.67,0.61,0.18,0.50,,,0.00,0.00,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,0.00,5.00,0.00,0.0,4.09,0.00,0.00,,,,0.00,0.00,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,0.23,1.33,0.37,27.6,1.33,0.37,0.17,0.63,13.5,0.00,0.00,0.00,0.13,0.13,0.10,0.10,0.10,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,0.34,2.57,1.09,42.2,2.57,1.09,0.11,0.26,19.1,0.40,0.06,0.11,0.41,0.32,0.12,-0.07,-0.03,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,0.00,0.44,0.11,25.0,0.45,0.11,0.00,0.00,28.1,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,0.05,1.09,0.16,15.0,1.09,0.16,0.05,0.33,14.6,0.00,0.00,0.00,0.15,0.15,0.14,-0.10,-0.10,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,0.09,2.04,0.62,30.4,2.03,0.62,0.04,0.14,31.8,0.35,0.00,0.00,0.05,0.05,0.03,0.04,0.04,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,0.00,1.00,0.13,12.5,1.00,0.12,0.00,0.00,13.8,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,0.00,2.81,0.94,33.3,2.83,0.94,0.00,0.00,30.2,0.31,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,0.56,0.56,0.56,100.0,0.55,0.55,1.00,1.00,13.2,0.00,0.00,0.00,0.11,0.11,0.23,0.44,0.44,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,0.06,1.73,0.56,32.3,1.73,0.56,0.03,0.10,18.5,0.00,0.00,0.00,0.12,0.12,0.07,-0.07,-0.07,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,0.35,2.28,0.70,30.8,2.26,0.70,0.08,0.25,15.0,0.00,0.18,0.18,0.32,0.18,0.08,0.04,0.00,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,0.00,0.77,0.26,33.3,0.78,0.26,0.00,0.00,30.1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,0.13,2.60,0.65,25.0,2.60,0.65,0.05,0.20,19.7,0.00,0.00,0.00,0.17,0.14,0.06,-0.04,-0.01,Matches,a664b026
