Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,35.7,3.27,10.2,19.9,5.88,0.50,35.7,1.06,0.55,52.4,0.45,42.9,16.0,88.1,32.6,0.45,0.75,0.00,0.65,0.45,18.1,0.85,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,67.2,9.04,33.8,32.7,1.04,0.40,67.2,0.56,0.24,42.9,0.32,57.1,41.4,186.5,94.5,0.00,0.16,0.00,0.40,0.00,43.8,0.08,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,50.7,0.46,6.21,24.5,20.5,1.15,50.7,1.03,0.34,33.3,0.46,44.4,23.2,97.0,54.1,0.57,0.80,0.00,0.80,0.57,29.3,5.40,Matches,a6dbad80
640,Sandry,br BRA,MF,Santos,19,2002,7.7,78.8,1.56,10.5,54.9,13.8,0.52,78.8,0.78,0.39,50.0,0.39,50.0,46.9,212.3,105.7,1.95,1.43,0.13,0.26,0.39,54.8,1.69,Matches,8ceeabef
641,Alex Santana,br BRA,MF,Atl Paranaense,26,1995,9.9,46.4,1.82,8.69,30.0,9.60,1.52,46.4,1.92,1.52,78.9,0.20,10.5,29.5,221.5,134.2,2.83,3.13,0.00,1.31,0.71,30.4,1.82,Matches,e75dc411
642,Santos,br BRA,GK,Flamengo,31,1990,19.0,31.1,27.6,31.1,0.00,0.00,0.00,31.1,0.00,0.00,,0.00,,19.4,85.7,59.2,0.00,0.00,0.00,0.05,0.00,14.6,0.00,Matches,b8d0b69c
643,Ademir Santos,br BRA,FWMF,Atlético Mineiro,26,1995,16.6,41.9,0.36,4.70,13.9,24.2,4.10,41.9,4.88,2.11,43.2,2.53,51.9,28.4,232.8,103.7,3.86,2.77,1.02,2.59,1.39,29.7,9.04,Matches,4b7d58c2
644,Chayene Santos,br BRA,MFFW,Botafogo (RJ),31,1990,6.5,45.8,0.31,4.92,23.2,18.8,2.92,45.8,3.38,2.15,63.6,1.23,36.4,28.8,159.1,56.3,2.15,1.08,0.77,2.62,2.62,31.4,4.31,Matches,64a427b4
645,Fábio Santos,br BRA,DF,Corinthians,36,1985,17.4,83.0,3.22,24.8,43.9,14.8,0.92,82.9,0.40,0.23,57.1,0.17,42.9,43.2,165.8,89.4,1.15,0.86,0.17,0.63,0.29,54.4,3.68,Matches,d0d786fd
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,38.0,0.00,4.00,16.0,20.0,2.00,38.0,4.00,0.00,0.0,4.00,100.0,24.0,212.0,82.0,4.00,6.00,0.00,0.00,2.00,22.0,8.00,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,40.0,1.67,5.00,11.7,23.3,1.67,40.0,6.67,3.33,50.0,3.33,50.0,23.3,141.7,41.7,1.67,0.00,1.67,8.33,1.67,30.0,13.3,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,37.7,1.34,5.46,17.1,16.1,3.61,37.7,3.28,1.43,43.6,1.51,46.2,24.1,190.1,76.6,2.44,1.26,0.59,3.70,2.18,26.8,5.88,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,62.6,4.34,22.1,22.6,18.6,1.26,62.6,2.03,0.77,37.8,0.93,45.9,32.0,166.6,85.5,1.43,1.43,0.33,1.26,0.49,33.6,6.43,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,30.0,0.00,10.0,10.0,10.0,0.00,30.0,20.0,10.0,50.0,10.0,50.0,10.0,40.0,20.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,50.9,4.80,15.4,20.1,16.2,0.31,50.9,0.94,0.39,41.7,0.47,50.0,20.8,109.0,57.1,1.26,1.26,0.08,0.87,0.39,23.4,3.15,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,62.3,4.58,16.5,39.2,7.29,0.42,62.3,0.63,0.42,66.7,0.00,0.0,35.4,152.1,74.2,0.83,0.83,0.00,0.21,0.63,41.3,0.21,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,61.4,3.61,16.8,33.6,12.5,1.09,61.4,4.06,1.53,37.8,2.38,58.5,31.7,231.2,133.9,2.82,1.88,0.15,2.18,0.94,31.7,2.48,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,38.3,0.56,3.08,19.0,16.5,4.34,38.3,1.47,0.56,38.1,0.84,57.1,23.3,93.3,38.5,0.63,0.84,0.35,1.61,0.77,29.5,6.57,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,49.4,2.84,11.6,30.8,7.52,0.85,49.4,0.64,0.35,55.6,0.14,22.2,23.3,116.9,55.0,0.57,0.78,0.14,1.28,0.57,25.7,1.49,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,43.8,0.63,4.38,21.3,19.7,1.56,43.8,2.81,1.88,66.7,0.94,33.3,19.4,153.8,58.8,1.56,1.88,0.00,1.56,1.25,25.9,5.94,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,48.0,0.00,5.00,21.0,22.0,4.00,48.0,4.00,3.00,75.0,1.00,25.0,34.0,217.0,97.0,2.00,3.00,0.00,0.00,3.00,39.0,11.0,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,44.6,0.00,2.08,17.1,27.9,2.08,44.6,6.67,5.42,81.3,1.25,18.8,33.3,313.3,178.8,5.83,2.92,1.25,5.00,0.42,33.8,10.4,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,57.0,3.51,20.2,23.2,14.8,0.53,57.0,0.85,0.32,37.5,0.43,50.0,26.3,168.0,102.9,2.23,0.85,0.00,0.96,0.21,26.8,1.49,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,61.4,0.63,6.08,21.6,34.4,2.20,61.2,2.34,0.87,37.3,1.29,55.2,36.1,219.5,105.7,2.76,2.13,0.45,1.85,1.22,40.2,9.58,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,36.1,28.4,35.4,0.73,0.00,0.00,36.1,0.00,0.00,,0.00,,22.8,122.6,68.6,0.00,0.00,0.00,0.00,0.00,16.9,0.00,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,52.9,1.87,8.13,23.4,22.1,2.00,52.9,1.67,0.80,48.0,0.73,44.0,33.5,213.8,106.0,2.87,2.27,0.33,1.07,0.80,35.9,6.73,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,57.0,1.62,13.5,26.5,17.3,1.62,57.0,1.89,0.27,14.3,1.35,71.4,35.1,178.1,100.5,2.16,2.43,0.27,0.54,0.81,36.2,5.14,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,32.6,7.40,21.8,9.60,1.20,0.60,32.6,0.00,0.00,,0.00,,12.8,61.8,37.2,0.20,0.20,0.00,0.20,0.00,14.8,0.20,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,33.6,8.79,21.2,10.9,1.52,0.61,33.6,0.61,0.30,50.0,0.30,50.0,14.2,80.0,42.7,0.30,0.61,0.00,0.30,0.30,13.6,0.00,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,43.9,1.67,11.1,25.0,7.78,0.56,43.9,1.11,0.00,0.0,1.11,100.0,21.7,93.9,37.2,1.11,1.11,0.00,0.00,1.11,18.3,1.67,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,65.3,3.20,17.7,28.0,19.9,1.21,65.3,1.25,0.57,45.9,0.67,54.1,33.3,182.5,91.0,1.72,1.52,0.37,1.25,0.61,33.0,4.21,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,59.2,3.04,13.5,36.9,9.38,1.07,59.2,1.00,0.66,65.5,0.31,31.0,31.3,141.1,57.5,0.76,0.76,0.17,0.87,0.87,37.7,2.11,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,47.1,8.10,24.3,21.0,1.90,0.48,47.1,0.16,0.16,100.0,0.00,0.0,23.5,135.4,76.0,0.16,0.32,0.00,0.79,0.00,26.3,0.00,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,66.9,2.17,17.1,29.3,20.7,1.20,66.9,2.17,0.96,44.4,0.96,44.4,35.3,164.5,81.6,1.81,1.57,0.12,1.20,1.45,39.2,6.39,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,47.7,15.3,35.0,12.0,0.67,0.67,47.7,0.00,0.00,,0.00,,28.7,130.0,66.3,0.33,0.67,0.67,0.33,0.00,29.0,0.00,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,38.3,1.67,4.17,17.5,16.7,5.00,38.3,0.83,0.00,0.0,0.83,100.0,27.5,159.2,79.2,1.67,2.50,0.83,2.50,1.67,25.8,6.67,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,42.5,3.62,14.3,20.9,8.01,1.77,42.5,1.13,0.78,68.8,0.35,31.3,18.5,83.9,41.9,0.71,0.71,0.00,0.71,0.57,20.5,0.71,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,31.5,10.5,23.0,7.50,1.50,1.50,31.5,0.00,0.00,,0.00,,10.0,51.0,15.5,0.00,0.00,0.00,0.00,0.00,14.5,0.00,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,68.6,7.08,32.7,34.6,1.61,0.73,68.6,0.00,0.00,,0.00,,41.1,165.1,104.1,0.31,0.21,0.00,0.36,0.05,45.5,0.21,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,44.8,8.07,25.5,18.0,1.57,0.96,44.8,0.12,0.00,0.0,0.12,100.0,20.1,106.5,65.1,0.24,0.00,0.00,0.24,0.12,22.7,0.12,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,43.3,0.32,5.87,18.4,19.4,2.86,43.3,1.90,0.32,16.7,1.43,75.0,26.8,154.0,79.5,2.70,1.59,0.48,2.38,1.59,26.5,6.03,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,21.0,18.0,21.0,0.00,0.00,0.00,21.0,0.00,0.00,,0.00,,17.0,123.0,97.0,0.00,0.00,0.00,0.00,0.00,8.00,0.00,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,75.0,0.00,5.00,25.0,45.0,10.0,75.0,0.00,0.00,,0.00,,35.0,35.0,10.0,0.00,0.00,0.00,0.00,0.00,45.0,0.00,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,46.4,0.25,2.80,13.3,31.7,7.45,46.4,6.88,3.31,48.1,3.06,44.4,33.0,246.1,129.0,5.10,2.42,2.74,2.55,2.36,33.8,11.0,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,38.8,1.39,3.43,20.2,15.5,4.82,38.7,2.12,1.09,51.7,0.73,34.5,23.0,107.9,35.8,1.31,0.73,0.51,3.72,2.19,30.6,6.50,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,60.4,2.77,11.2,35.0,15.1,0.63,60.4,1.88,1.16,61.9,0.63,33.3,36.2,220.0,122.2,2.50,2.59,0.09,1.07,1.16,42.5,2.41,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,47.1,0.16,2.86,17.3,27.6,3.49,47.1,6.67,3.33,50.0,1.90,28.6,34.3,309.4,174.0,5.71,3.49,2.22,3.33,3.33,38.9,11.3,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,47.8,10.0,28.1,18.5,1.62,0.88,47.8,0.29,0.29,100.0,0.00,0.0,22.6,96.0,51.9,0.44,0.29,0.00,0.59,0.29,23.4,0.15,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,25.9,20.7,25.6,0.28,0.00,0.00,25.9,0.00,0.00,,0.00,,13.6,66.5,41.0,0.00,0.00,0.00,0.00,0.00,11.4,0.00,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,68.8,1.47,12.1,31.6,26.0,2.25,68.8,3.41,1.78,52.3,1.32,38.6,36.7,244.1,136.3,3.57,3.10,0.70,2.87,0.78,41.1,8.29,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,,,,,,,,,,,,,,,,,,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,37.2,31.3,37.1,0.16,0.03,0.03,37.2,0.03,0.03,100.0,0.00,0.0,19.0,122.7,81.7,0.00,0.00,0.00,0.00,0.00,11.8,0.00,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,70.0,0.00,2.50,47.5,22.5,2.50,70.0,12.5,10.0,80.0,2.50,20.0,40.0,200.0,92.5,2.50,0.00,2.50,2.50,0.00,47.5,7.50,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,59.9,0.74,3.58,31.0,27.3,1.60,59.9,2.84,1.73,60.9,1.11,39.1,41.2,332.3,197.5,6.42,6.05,0.49,1.98,1.23,47.0,5.80,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,50.0,1.13,9.81,34.8,5.84,0.51,50.0,0.70,0.47,66.7,0.16,22.2,32.1,180.7,83.2,1.05,0.74,0.12,0.82,0.62,36.2,0.58,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,47.0,0.22,3.36,20.7,24.0,3.36,46.7,2.91,1.39,47.7,1.48,50.8,27.2,145.2,67.7,2.02,1.75,0.54,3.00,1.12,29.5,4.71,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,80.0,0.00,0.00,23.3,60.0,3.33,80.0,6.67,3.33,50.0,3.33,50.0,60.0,586.7,366.7,10.0,16.7,3.33,0.00,3.33,63.3,10.0,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,38.5,33.7,38.5,0.00,0.00,0.00,38.5,0.00,0.00,,0.00,,25.2,104.4,54.4,0.00,0.00,0.00,0.00,0.00,21.5,0.00,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,66.4,5.80,21.5,33.2,12.3,1.07,66.4,1.60,0.76,47.6,0.76,47.6,29.4,165.2,87.5,1.15,1.30,0.08,0.61,0.38,32.2,1.98,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,43.8,5.40,20.8,22.6,1.06,0.39,43.8,0.39,0.19,50.0,0.16,41.7,26.2,167.8,101.6,0.96,0.42,0.03,0.55,0.13,25.9,0.19,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,150.0,0.00,40.0,40.0,70.0,10.0,150.0,20.0,10.0,50.0,10.0,50.0,90.0,220.0,10.0,0.00,10.0,0.00,20.0,20.0,100.0,20.0,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,57.6,2.53,15.9,34.9,7.60,0.07,57.6,0.75,0.55,72.7,0.14,18.2,32.3,184.9,94.1,1.10,0.62,0.00,0.96,0.89,34.8,0.41,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,45.2,0.40,4.00,19.8,22.6,2.80,45.2,2.40,1.40,58.3,1.00,41.7,32.0,254.8,131.2,5.60,2.80,1.20,1.00,2.40,34.8,7.40,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,62.5,2.72,20.5,27.6,15.0,0.82,62.5,0.68,0.41,60.0,0.27,40.0,30.2,126.0,76.9,1.22,1.29,0.00,0.48,0.34,35.7,2.31,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,66.5,2.17,16.2,39.7,11.3,0.14,66.5,2.46,1.59,64.7,0.87,35.3,41.2,200.4,88.0,1.01,0.87,0.00,1.74,1.30,47.2,1.45,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,43.4,0.78,5.06,17.3,21.9,2.73,43.4,2.86,1.75,61.4,0.84,29.5,29.1,195.5,89.9,3.44,2.60,0.45,2.34,1.30,31.9,7.53,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,52.9,2.08,13.9,26.7,12.9,0.56,52.9,0.56,0.14,25.0,0.42,75.0,31.8,201.5,118.2,2.64,1.53,0.42,0.28,0.42,31.0,3.75,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,57.6,4.83,15.2,27.9,15.2,0.69,57.6,1.72,0.34,20.0,0.34,20.0,31.7,146.2,82.8,2.76,1.03,0.00,1.38,1.03,32.8,4.48,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,50.5,0.63,3.39,24.4,23.6,3.70,50.3,3.31,1.97,59.5,1.26,38.1,35.5,251.6,90.4,2.28,2.05,0.16,3.31,1.10,38.5,7.09,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,45.9,0.65,5.65,23.0,18.0,2.17,45.9,3.48,2.17,62.5,1.09,31.3,27.8,169.1,84.8,3.91,1.74,0.00,4.35,1.30,32.0,5.65,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,39.6,1.30,4.35,15.2,21.1,3.48,39.6,2.39,1.52,63.6,0.65,27.3,26.5,181.5,75.4,3.04,1.96,0.65,2.83,1.09,28.0,8.48,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,64.5,9.10,32.0,29.9,3.16,0.58,64.5,0.39,0.32,83.3,0.06,16.7,36.1,174.2,113.4,0.39,0.77,0.00,0.45,0.32,42.3,0.19,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,47.8,0.43,3.71,25.9,18.7,3.21,47.6,2.50,1.64,65.7,0.71,28.6,30.4,154.1,74.7,2.64,1.93,0.21,2.14,1.79,37.1,6.14,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,68.5,8.00,30.2,35.7,3.17,0.67,68.5,0.50,0.50,100.0,0.00,0.0,35.7,142.0,64.3,0.00,0.67,0.00,0.33,0.33,45.7,0.00,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,82.9,3.79,19.7,55.3,8.76,1.24,82.9,0.69,0.28,40.0,0.21,30.0,49.9,256.2,118.9,1.10,1.17,0.07,1.45,0.76,57.9,0.34,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,33.0,0.79,5.56,12.2,16.8,3.65,33.0,3.49,1.75,50.0,1.75,50.0,18.7,157.6,81.3,3.17,2.22,0.95,1.59,1.59,20.5,7.46,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,63.3,0.00,23.3,36.7,6.67,0.00,63.3,3.33,3.33,100.0,0.00,0.0,33.3,263.3,153.3,3.33,0.00,0.00,0.00,0.00,40.0,0.00,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,95.0,0.00,0.00,50.0,45.0,5.00,95.0,5.00,0.00,0.0,5.00,100.0,85.0,495.0,175.0,0.00,0.00,0.00,5.00,10.0,80.0,15.0,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,68.1,7.78,40.4,26.9,1.11,0.93,68.1,0.74,0.37,50.0,0.37,50.0,39.4,219.1,102.6,0.19,0.19,0.00,1.11,0.19,44.8,0.19,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,59.3,8.75,30.3,27.3,2.25,0.25,59.3,1.00,1.00,100.0,0.00,0.0,36.3,240.3,171.8,1.50,1.25,0.25,0.50,0.50,36.0,0.00,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,93.0,1.08,12.6,51.7,29.2,1.61,92.9,0.54,0.22,40.0,0.11,20.0,57.5,205.2,109.2,1.40,2.47,0.00,1.08,0.11,70.1,3.44,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,24.7,0.00,5.29,11.2,9.41,3.53,24.7,2.35,1.18,50.0,1.18,50.0,21.8,137.1,45.9,2.35,1.76,1.18,3.53,2.94,20.6,4.12,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,63.9,0.53,6.28,39.1,19.6,0.85,63.6,1.17,0.43,36.4,0.74,63.6,34.7,165.5,88.7,1.17,1.17,0.21,1.38,0.96,41.7,3.51,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,20.0,0.00,0.00,0.00,20.0,0.00,20.0,0.00,0.00,,0.00,,10.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.00,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,61.4,0.20,5.40,38.2,18.8,1.20,61.4,2.60,1.00,38.5,1.20,46.2,39.2,193.0,82.4,1.20,1.60,0.20,2.00,1.60,48.0,4.20,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,44.9,0.73,6.27,15.8,23.4,3.33,44.9,3.13,0.73,23.4,2.00,63.8,30.9,198.8,85.9,2.33,2.67,0.33,2.93,2.00,31.8,10.0,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,54.5,0.60,5.32,27.0,23.1,2.06,54.5,1.24,0.60,48.5,0.60,48.5,32.8,152.1,75.0,1.76,1.91,0.19,1.09,0.86,38.8,5.17,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,55.0,5.00,15.0,28.8,12.5,2.50,55.0,2.50,1.25,50.0,0.00,0.0,16.3,133.8,73.8,2.50,1.25,0.00,3.75,1.25,18.8,0.00,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,37.6,1.06,5.07,14.9,18.5,2.44,37.6,3.36,1.47,43.8,1.80,53.4,23.5,185.9,105.0,3.50,2.21,0.55,2.35,0.83,26.0,6.68,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,34.3,1.55,5.67,16.8,12.6,2.37,34.3,4.12,1.75,42.5,2.27,55.0,22.1,119.7,53.8,1.44,1.55,0.62,2.37,1.65,21.5,5.88,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,41.3,3.18,11.8,23.1,7.05,1.21,41.3,1.21,0.81,66.7,0.35,28.6,19.8,96.5,44.9,0.58,0.46,0.00,1.50,0.98,21.3,1.16,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,51.8,0.73,6.59,24.5,21.7,1.46,51.8,5.00,2.07,41.5,2.32,46.3,32.4,212.4,100.7,2.56,1.59,0.49,1.22,1.46,36.5,6.10,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,49.1,8.52,26.6,21.9,0.74,0.48,49.1,0.06,0.00,0.0,0.06,100.0,28.1,119.4,69.5,0.13,0.03,0.00,0.06,0.03,32.1,0.03,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,38.6,0.82,6.16,13.6,19.3,3.77,38.6,2.52,1.01,40.0,1.45,57.5,23.7,149.7,77.9,2.96,2.01,0.94,2.26,1.51,26.6,8.68,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,49.6,1.32,5.09,18.9,26.4,5.47,49.6,3.77,2.08,55.0,1.70,45.0,32.1,197.4,99.2,3.40,2.08,0.94,1.70,0.94,37.9,8.49,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,36.5,1.25,3.50,20.8,13.5,3.00,36.5,4.00,2.00,50.0,1.00,25.0,25.8,167.8,93.8,3.75,2.50,0.75,4.50,2.00,28.5,7.00,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,20.0,0.00,10.0,20.0,0.00,0.00,20.0,10.0,10.0,100.0,0.00,0.0,30.0,450.0,130.0,10.0,0.00,0.00,10.0,0.00,20.0,0.00,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,32.2,28.9,32.2,0.00,0.00,0.00,32.2,0.00,0.00,,0.00,,16.1,63.4,38.1,0.00,0.00,0.00,0.00,0.00,11.8,0.00,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,21.6,19.4,21.6,0.00,0.00,0.00,21.6,0.00,0.00,,0.00,,13.4,65.8,43.6,0.00,0.00,0.00,0.00,0.00,9.00,0.00,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,28.9,25.1,28.9,0.04,0.00,0.00,28.9,0.04,0.00,0.0,0.04,100.0,14.1,86.2,62.1,0.00,0.00,0.00,0.04,0.00,8.80,0.00,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,49.4,9.38,29.0,19.7,0.77,0.40,49.4,0.04,0.04,100.0,0.00,0.0,28.1,134.9,67.6,0.07,0.11,0.04,0.18,0.07,32.0,0.04,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,41.6,0.39,4.10,12.7,26.0,4.38,41.6,4.16,2.42,58.1,1.57,37.8,28.8,229.3,121.2,5.39,2.81,2.02,1.97,0.96,31.3,9.49,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,48.1,2.10,10.5,19.7,18.9,2.10,48.1,2.10,0.32,15.4,1.45,69.2,29.5,142.9,80.3,2.58,1.77,0.97,2.90,1.61,31.0,7.42,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,70.3,2.58,12.6,27.7,30.8,1.72,70.3,3.49,1.56,44.6,1.29,36.9,37.3,228.9,129.4,3.98,3.28,0.86,1.72,1.13,40.4,9.35,Matches,a7f95b1f
