Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
436,Bruno Méndez,uy URU,DF,Corinthians,22,1999,12.6,44.2,56.9,77.7,814.9,297.0,16.7,19.1,87.6,22.7,27.5,82.4,4.29,8.73,49.1,0.08,0.03,0.02,0.05,0.16,2.14,0.00,0.00,2.46,Matches,66017b9d
437,Stiven Mendoza,co COL,FW,Ceará,29,1992,25.9,19.4,26.4,73.4,275.9,72.6,12.0,14.4,83.4,4.90,6.49,75.6,1.43,2.55,56.1,0.04,0.09,0.10,-0.05,1.27,1.24,1.00,0.42,2.20,Matches,e68f2cb4
438,Ramon Menezes Roma,br BRA,DF,Atl Goianiense,26,1995,14.0,46.8,51.6,90.7,986.1,385.1,12.1,13.4,90.4,28.1,29.5,95.2,6.21,7.86,79.1,0.00,0.00,0.01,0.00,0.07,2.07,0.00,0.00,2.43,Matches,eab48ffb
439,Gabriel Menino,br BRA,MF,Palmeiras,21,2000,10.2,50.6,62.2,81.4,1022.4,283.6,18.3,20.6,89.0,22.6,25.6,88.5,8.63,13.2,65.2,0.10,0.15,0.18,-0.05,1.76,7.94,1.08,0.49,7.84,Matches,01819e70
440,Gabriel Mercado,ar ARG,DF,Internacional,34,1987,23.6,39.1,43.6,89.7,721.7,257.9,14.5,15.4,94.0,20.5,22.1,92.5,3.52,4.83,72.8,0.00,0.01,0.00,-0.01,0.17,1.61,0.00,0.00,2.20,Matches,bf97c188
441,John Mercado,ec ECU,FW,Atl Paranaense,19,2002,0.0,3,5,60.0,43,28,2,3,66.7,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d97831ad
442,Miguel Merentiel,uy URU,FWMF,Palmeiras,25,1996,2.6,13.5,18.1,74.5,196.2,34.2,7.31,8.85,82.6,4.23,5.00,84.6,0.77,1.92,40.0,0.00,0.12,0.04,-0.12,1.15,1.15,0.38,0.00,1.54,Matches,307224a2
443,Messias,br BRA,DF,Ceará,27,1994,23.0,25.8,33.4,77.3,512.7,185.0,7.48,8.78,85.1,15.5,18.4,84.4,2.70,5.52,48.8,0.00,0.03,0.02,-0.03,0.30,1.83,0.09,0.04,1.91,Matches,70bb3170
444,Lucas Mezenga,br BRA,DF,Botafogo (RJ),20,2001,3.1,38.4,50.6,75.8,744.2,262.3,11.3,12.6,89.7,22.9,29.7,77.2,3.87,7.74,50.0,0.00,0.03,0.06,-0.03,0.65,0.97,0.00,0.00,2.26,Matches,d62f5849
445,Michel,br BRA,DF,Ceará,31,1990,11.8,38.1,48.6,78.5,569.8,250.1,21.4,24.0,89.4,14.2,18.1,78.0,1.44,3.47,41.5,0.08,0.03,0.03,0.05,0.25,3.39,0.42,0.25,4.24,Matches,05384ea1
446,Carlos Miguel,br BRA,GK,Corinthians,23,1998,2.0,14.5,28.0,51.8,413.5,286.5,2.50,2.50,100.0,7.00,8.00,87.5,5.00,17.5,28.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,84454067
447,Fernando Miguel,br BRA,GK,Fortaleza,36,1985,20.0,15.9,24.4,65.2,498.8,395.4,2.95,2.95,100.0,6.60,6.65,99.2,6.15,14.4,42.7,0.00,0.00,0.00,0.00,0.05,0.55,0.00,0.00,0.00,Matches,f1f06658
448,Miranda,br BRA,DF,São Paulo,37,1984,12.8,42.7,48.6,87.9,885.1,314.3,9.22,10.4,88.7,25.4,27.4,92.6,6.64,8.91,74.6,0.00,0.00,0.01,0.00,0.08,1.72,0.00,0.00,2.42,Matches,314f2124
449,Paulo Miranda,br BRA,DF,Juventude,33,1988,16.4,39.8,46.8,85.0,822.1,309.0,11.3,12.1,93.0,22.6,25.2,89.4,5.67,8.60,66.0,0.00,0.02,0.01,-0.02,0.12,2.13,0.00,0.00,2.50,Matches,93a194e1
450,Paulinho Moccelin,br BRA,MFFW,Juventude,27,1994,4.3,13.3,26.5,50.0,247.2,86.3,4.88,8.14,60.0,6.05,9.53,63.4,2.09,5.12,40.9,0.23,0.05,0.07,0.19,0.93,1.16,0.70,0.23,1.40,Matches,d63fb6a8
451,Moisés,br BRA,DF,Internacional,26,1995,6.5,41.1,50.9,80.7,641.4,242.2,24.0,27.1,88.6,14.0,17.5,79.8,2.46,4.77,51.6,0.15,0.14,0.09,0.02,1.08,3.69,0.31,0.31,2.77,Matches,a40af810
452,Moises,br BRA,FWMF,Fortaleza,25,1996,25.0,16.8,23.4,72.1,268.5,63.7,9.16,11.6,79.0,5.48,6.80,80.6,1.60,2.84,56.3,0.12,0.10,0.08,0.02,1.24,1.44,0.84,0.12,2.64,Matches,ddd07a25
453,Rodrigo Moledo,br BRA,DF,Internacional,34,1987,13.5,33.8,38.7,87.4,635.4,196.7,10.9,12.0,90.7,19.8,21.7,91.1,2.59,3.78,68.6,0.00,0.02,0.01,-0.02,0.22,1.33,0.00,0.00,1.70,Matches,ce536c37
454,Jacob Montes,us USA,MF,Botafogo (RJ),23,1998,1.0,22.0,25.0,88.0,318.0,48.0,12.0,13.0,92.3,9.00,9.00,100.0,1.00,1.00,100.0,0.00,0.30,0.10,-0.30,3.00,0.00,0.00,0.00,2.00,Matches,69678c84
455,Moraes,br BRA,DFMF,Juventude,24,1997,15.2,32.5,46.1,70.5,550.2,208.9,16.6,18.4,90.4,12.8,17.8,72.0,2.83,7.17,39.4,0.07,0.04,0.07,0.03,0.72,2.30,0.92,0.46,3.88,Matches,9b974a99
456,Airton Moraes,br BRA,GK,América (MG),27,1994,1.0,18.0,30.0,60.0,505.0,357.0,5.00,5.00,100.0,4.00,5.00,80.0,9.00,19.0,47.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5e8682b0
457,Júnior Moraes,ua UKR,FW,Corinthians,34,1987,4.5,12.4,16.2,76.7,138.0,25.3,7.33,8.22,89.2,3.11,3.78,82.4,0.00,0.67,0.0,0.00,0.04,0.02,-0.04,0.44,0.89,0.00,0.00,1.56,Matches,c43e5e7e
458,Wesley Moraes,br BRA,FW,Internacional,25,1996,3.3,20.3,26.7,76.1,242.1,55.2,12.7,17.0,75.0,4.24,4.85,87.5,0.30,0.61,50.0,0.00,0.15,0.30,-0.15,2.12,0.61,0.91,0.00,1.52,Matches,bfae110f
459,Morato,br BRA,FWMF,Avaí,29,1992,7.3,23.0,29.3,78.5,317.1,95.6,14.7,16.6,88.4,6.85,8.90,76.9,0.68,1.51,45.5,0.14,0.14,0.10,0.00,1.10,1.92,1.78,0.27,3.97,Matches,96b49b3b
460,João Moreira,pt POR,DF,São Paulo,17,2004,3.2,48.1,55.0,87.5,736.6,241.3,27.5,29.7,92.6,16.6,19.1,86.9,3.13,4.06,76.9,0.31,0.06,0.06,0.25,0.94,3.13,1.56,0.63,3.44,Matches,b3be99e3
461,Lucas Moreira,br BRA,MFFW,Cuiabá,21,2000,1.4,35.7,47.9,74.6,502.9,150.7,22.9,25.7,88.9,11.4,12.9,88.9,0.71,3.57,20.0,0.00,0.14,0.14,-0.14,1.43,2.14,1.43,0.00,5.00,Matches,b9d412ff
462,Gustavo Mosquito,br BRA,FWMF,Corinthians,24,1997,12.6,22.8,31.3,72.8,326.0,73.0,14.4,16.6,87.1,5.79,9.05,64.0,1.59,3.02,52.6,0.24,0.17,0.13,0.06,1.43,1.27,0.79,0.32,1.83,Matches,c9ed46c4
463,Hugo Moura,br BRA,MF,Atl Paranaense,24,1998,19.4,33.1,40.2,82.5,655.4,151.0,12.1,14.1,86.1,15.4,16.8,91.7,4.95,7.11,69.6,0.00,0.03,0.02,-0.03,0.46,3.40,0.21,0.05,2.89,Matches,14100165
464,Alex Muralha,br BRA,GK,Coritiba,32,1989,19.0,17.9,26.2,68.6,480.4,345.4,4.95,4.95,100.0,6.79,6.89,98.5,5.95,13.8,43.0,0.00,0.00,0.00,0.00,0.00,0.26,0.05,0.00,0.05,Matches,38082f12
465,Muriqui,br BRA,FWMF,Avaí,35,1986,14.3,19.4,26.3,73.7,280.1,77.8,10.8,12.7,84.6,6.36,9.02,70.5,1.05,1.89,55.6,0.00,0.05,0.06,-0.05,0.63,2.31,0.63,0.00,3.71,Matches,a55ac46c
466,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,23,1998,5.4,45.7,52.4,87.3,793.5,244.1,22.0,23.9,92.2,17.4,19.3,90.4,4.44,6.11,72.7,0.00,0.06,0.07,-0.06,1.30,5.56,1.30,0.56,7.04,Matches,eb55ab5a
467,Matheus Nascimento,br BRA,FWMF,Botafogo (RJ),17,2004,6.8,12.2,18.7,65.4,160.7,33.5,7.65,10.1,75.4,3.38,4.85,69.7,0.74,1.03,71.4,0.00,0.07,0.03,-0.07,1.32,1.32,0.15,0.00,1.32,Matches,e744c3de
468,Natan,br BRA,DF,Bragantino,20,2001,32.0,41.3,47.3,87.3,876.8,254.0,11.1,12.1,92.0,22.8,24.9,91.5,6.97,9.59,72.6,0.03,0.03,0.03,0.00,0.47,2.88,0.34,0.09,4.00,Matches,94bccc82
469,Natanael,br BRA,DF,Coritiba,20,2002,16.0,32.1,42.4,75.8,475.2,208.6,19.1,21.7,88.2,10.1,13.9,72.6,1.88,3.50,53.6,0.00,0.04,0.04,-0.04,0.63,1.63,0.75,0.50,2.75,Matches,0b618504
470,Natanael,br BRA,DFFW,Avaí,31,1990,13.4,25.7,40.1,64.2,476.7,193.1,11.0,13.4,81.7,9.93,14.0,70.7,4.10,10.5,39.0,0.22,0.13,0.14,0.09,1.12,1.79,1.19,0.97,1.94,Matches,ed560575
471,Léo Natel,br BRA,FW,Corinthians,24,1997,0.3,26.7,46.7,57.1,386.7,26.7,16.7,20.0,83.3,10.0,23.3,42.9,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,Matches,cd8d04a2
472,Nathan,br BRA,DF,Santos,20,2001,6.9,43.0,51.0,84.4,645.4,209.4,24.3,26.7,91.3,14.9,17.7,84.4,2.32,3.48,66.7,0.00,0.06,0.07,-0.06,0.58,2.17,0.72,0.58,2.17,Matches,9fb6420e
473,Nathan,br BRA,MF,Goiás,20,2001,0.0,3,3,100.0,35,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,eb61284b
474,Nathan,br BRA,MFFW,Fluminense,25,1996,10.7,40.3,52.1,77.2,564.5,145.1,24.5,27.7,88.5,10.7,13.7,77.6,2.43,5.61,43.3,0.19,0.15,0.16,0.04,1.31,3.27,1.31,0.19,5.89,Matches,fa00f0c9
475,Nathan,br BRA,FWMF,Avaí,22,1999,1.1,14.5,19.1,76.2,174.5,51.8,10.0,11.8,84.6,3.64,4.55,80.0,0.00,0.00,,0.91,0.00,0.09,0.91,0.00,0.91,0.91,0.00,1.82,Matches,e0d5a5e9
476,Rafael Navarro,br BRA,FWMF,Palmeiras,21,2000,8.0,8.38,13.9,60.4,113.1,27.0,5.13,7.25,70.7,1.88,2.63,71.4,0.38,0.88,42.9,0.13,0.04,0.03,0.09,0.38,0.63,0.13,0.00,1.50,Matches,4b5ab509
477,Kaiky Naves,br BRA,DFMF,Palmeiras,19,2002,0.4,45.0,47.5,94.7,1082.5,482.5,12.5,12.5,100.0,20.0,20.0,100.0,12.5,15.0,83.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,621576f9
478,Bruno Nazário,br BRA,MF,Juventude,26,1995,6.5,30.6,45.1,67.9,581.4,193.1,14.5,16.6,87.0,10.6,14.2,75.0,4.77,10.6,44.9,0.00,0.18,0.14,-0.18,2.46,4.15,0.92,0.15,7.38,Matches,dc1d79a5
479,Neílton,br BRA,FWDF,Coritiba,27,1994,0.9,34.4,43.3,79.5,575.6,184.4,14.4,15.6,92.9,10.0,12.2,81.8,5.56,8.89,62.5,0.00,0.11,0.11,-0.11,4.44,5.56,1.11,1.11,4.44,Matches,689299a6
480,Gabriel Neris,br BRA,MF,Juventude,20,2001,2.4,23.8,28.8,82.6,428.3,92.1,8.75,10.0,87.5,11.3,12.1,93.1,1.67,2.08,80.0,0.00,0.00,0.04,0.00,0.42,2.08,0.42,0.42,2.92,Matches,54fe5551
481,Gustavo Nescau,br BRA,FW,Cuiabá,21,2000,0.3,3.33,10.0,33.3,46.7,6.67,3.33,6.67,50.0,0.00,0.00,,0.00,3.33,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0682693b
482,Rodrigo Nestor,br BRA,MF,São Paulo,21,2000,23.6,34.6,44.3,78.1,566.4,126.7,17.5,20.1,87.3,13.1,16.1,81.3,2.71,4.92,55.2,0.13,0.17,0.16,-0.05,1.74,2.29,0.93,0.21,3.73,Matches,c04ebe99
483,Gabriel Neves,uy URU,MF,São Paulo,24,1997,6.3,58.6,66.5,88.1,1075.7,249.2,24.1,27.8,86.9,27.3,29.0,94.0,6.19,7.14,86.7,0.00,0.02,0.03,-0.02,0.63,5.56,0.16,0.00,5.24,Matches,2a03fb5f
484,Nicolas,br BRA,FWMF,Goiás,32,1989,11.1,16.5,26.1,63.1,226.3,43.1,10.8,15.3,70.6,4.32,6.67,64.9,0.72,1.35,53.3,0.18,0.16,0.11,0.02,1.44,1.53,0.54,0.09,1.80,Matches,0e74a520
485,Nikão,br BRA,FWMF,São Paulo,29,1992,5.8,38.6,48.8,79.2,681.7,142.9,19.7,21.7,90.5,12.6,15.2,83.0,5.34,8.45,63.3,0.00,0.26,0.21,-0.26,2.76,3.10,1.55,0.52,4.83,Matches,a34bb194
486,Nino,br BRA,DF,Fluminense,24,1997,27.9,51.7,57.2,90.4,952.7,335.8,21.3,22.7,94.0,24.1,25.5,94.4,5.52,7.35,75.1,0.00,0.02,0.03,-0.02,0.29,2.90,0.07,0.00,3.05,Matches,d4fa2207
487,Gabriel Noga,br BRA,DF,Atl Goianiense,20,2002,0.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches,aa306af5
488,Ygor Nogueira,br BRA,DF,Juventude,26,1995,5.0,37.6,45.0,83.6,722.8,223.4,12.8,13.8,92.8,20.6,22.6,91.2,4.20,7.20,58.3,0.00,0.02,0.02,-0.02,0.20,1.80,0.20,0.00,1.80,Matches,38466ef3
489,Nonato,br BRA,MF,Fluminense,23,1998,12.1,68.8,80.2,85.8,1005.8,294.1,38.9,42.1,92.4,24.2,27.9,86.7,2.89,5.21,55.6,0.17,0.09,0.12,0.07,1.98,7.02,1.82,0.50,7.52,Matches,b91a6912
490,Nonoca,br BRA,MF,Avaí,23,1998,11.5,38.3,43.7,87.7,652.3,166.9,18.0,19.6,92.0,16.5,18.3,90.5,3.30,4.61,71.7,0.00,0.03,0.02,-0.03,0.78,3.22,0.09,0.00,3.57,Matches,06c062d4
491,Gabriel Novaes,br BRA,FWMF,Bragantino,22,1999,4.3,13.0,17.0,76.7,196.0,28.8,7.44,9.53,78.0,4.42,5.35,82.6,0.93,1.16,80.0,0.00,0.09,0.09,-0.09,0.70,0.93,0.23,0.23,0.47,Matches,297a324a
492,Thales Oleques,br BRA,DF,Avaí,27,1994,6.2,32.6,45.5,71.6,552.6,221.9,16.3,18.4,88.6,13.1,19.8,65.9,2.90,5.81,50.0,0.00,0.06,0.05,-0.06,0.97,2.74,1.13,0.65,3.06,Matches,a30f8286
493,Bruno Oliveira,br BRA,MFFW,Santos,23,1998,5.0,39.2,51.4,76.3,748.2,227.2,14.8,17.4,85.1,18.0,21.2,84.9,5.60,10.4,53.8,0.20,0.42,0.46,-0.22,2.80,4.80,2.00,0.00,7.20,Matches,d46904eb
494,Yuri Oliveira Lima,br BRA,MF,Juventude,27,1994,16.8,44.3,52.2,84.8,798.0,255.2,18.9,21.3,88.8,20.4,23.5,86.8,4.40,5.95,74.0,0.00,0.03,0.06,-0.03,0.89,5.12,0.30,0.12,5.00,Matches,bcf3d64e
495,Pedro Oliveira,br BRA,MFFW,Goiás,17,2004,3.3,23.0,31.8,72.4,329.4,83.3,12.7,13.9,91.3,7.27,10.6,68.6,1.21,3.33,36.4,0.30,0.06,0.09,0.24,0.91,1.82,1.82,0.91,3.03,Matches,089b56d8
496,Leo Ortiz,br BRA,DF,Bragantino,26,1996,21.4,47.2,55.9,84.5,1104.6,489.3,11.3,13.1,86.1,25.3,27.7,91.2,10.4,13.8,75.0,0.09,0.04,0.06,0.06,0.51,5.70,0.65,0.23,6.31,Matches,53834fa2
497,Kelvin Osorio,co COL,MFDF,Cuiabá,28,1993,10.5,33.5,46.6,72.0,536.6,210.6,18.0,21.0,85.9,11.1,15.3,72.7,3.24,6.76,47.9,0.00,0.11,0.11,-0.11,1.71,2.38,1.52,0.86,5.05,Matches,1247ace9
498,Otávio,br BRA,MF,Atlético Mineiro,27,1994,12.9,62.9,69.1,91.0,1097.6,302.9,26.3,27.9,94.2,30.5,33.1,92.3,4.96,6.20,80.0,0.00,0.01,0.02,-0.01,0.23,4.65,0.16,0.00,4.50,Matches,243f4a0b
499,Luiz Otávio,br BRA,DF,Ceará,33,1988,21.2,31.8,38.0,83.6,594.3,243.2,11.5,12.9,89.1,17.6,19.9,88.8,2.36,3.92,60.2,0.00,0.02,0.03,-0.02,0.28,1.13,0.05,0.00,2.08,Matches,ed976dd9
500,Rómulo Otero,ve VEN,MFFW,Fortaleza,29,1992,2.6,30.8,46.9,65.6,560.0,241.5,16.2,18.5,87.5,8.46,11.9,71.0,4.62,13.1,35.3,0.38,0.23,0.19,0.15,2.69,6.92,2.31,0.00,6.92,Matches,96fdc3c0
501,Luis Oyama,br BRA,MF,Botafogo (RJ),25,1997,12.0,39.3,48.3,81.4,763.2,227.3,15.1,18.5,81.5,17.8,21.0,84.5,5.58,6.83,81.7,0.00,0.07,0.05,-0.07,0.92,5.33,0.83,0.08,6.08,Matches,ed0c094b
502,Pablo,br BRA,FW,Atl Paranaense,29,1992,16.6,16.1,23.1,69.8,257.4,51.6,8.61,11.4,75.7,5.30,6.63,80.0,1.51,2.11,71.4,0.06,0.11,0.08,-0.05,1.39,1.39,0.24,0.00,1.87,Matches,1ad394c5
503,Pablo,br BRA,DF,Flamengo,30,1991,21.6,49.4,55.2,89.4,946.1,351.0,17.6,18.8,93.6,26.5,28.3,93.5,4.81,6.94,69.3,0.00,0.03,0.03,-0.03,0.14,1.90,0.05,0.00,2.45,Matches,29d8ad3f
504,Juan Pablo,br BRA,DFMF,Goiás,19,2002,1.9,26.3,36.8,71.4,380.0,158.4,13.7,16.8,81.3,10.5,15.8,66.7,0.53,1.05,50.0,0.00,0.00,0.00,0.00,0.00,1.58,0.53,0.00,2.11,Matches,f40465af
505,Juan Pablo Ramírez,co COL,MFFW,América (MG),24,1997,4.5,34.0,44.2,76.9,560.2,162.7,19.1,22.2,86.0,10.0,12.4,80.4,3.56,6.89,51.6,0.22,0.09,0.07,0.13,1.56,3.78,1.11,0.00,5.78,Matches,20a17a29
506,Bruno Pacheco,br BRA,DF,Ceará,30,1991,26.1,,,,,,,,,,,,,,,0.08,,,,,,,,,Matches,9b7976e6
507,Igor Paixão,br BRA,FWMF,Coritiba,21,2000,17.2,19.7,28.7,68.8,326.9,85.9,10.8,12.8,84.2,6.10,8.66,70.5,2.15,5.23,41.1,0.23,0.32,0.21,-0.09,1.86,1.40,0.99,0.29,2.09,Matches,089c7323
508,Pará,br BRA,MF,Juventude,19,2002,0.9,32.2,41.1,78.4,502.2,136.7,13.3,13.3,100.0,14.4,16.7,86.7,2.22,5.56,40.0,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,2.22,Matches,5b1cd0cc
509,Nino Paraíba,br BRA,DF,Ceará,36,1986,24.6,34.1,49.3,69.2,577.5,254.3,18.4,21.5,85.4,11.4,15.6,73.1,3.86,8.94,43.2,0.04,0.14,0.17,-0.10,1.67,3.29,1.87,1.54,4.07,Matches,403ef062
510,Guilherme Parede,br BRA,FWMF,Juventude,26,1995,6.6,,,,,,,,,,,,,,,0.15,,,,,,,,,Matches,2da1c94c
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,,,,,,,,,,,,,,,0.00,,,,,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,27.1,34.8,77.9,401.1,92.7,15.7,17.5,89.5,8.94,11.2,79.9,1.51,2.52,60.0,0.18,0.16,0.17,0.02,1.42,2.11,1.06,0.55,3.30,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,42.0,50.3,83.5,665.7,170.6,22.7,25.4,89.4,15.4,17.3,89.1,3.09,5.20,59.3,0.23,0.17,0.17,0.06,2.80,4.11,1.71,0.11,6.51,Matches,00672021
