Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
646,Guilherme Santos,br BRA,FWMF,Bragantino,20,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6eae9de6
647,Gustavo Santos,br BRA,FW,Avaí,19,2002,0.2,,,,,,,,,,,,,,,,,Matches,93913c8e
648,Juan Santos,br BRA,FW,São Paulo,19,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ad89aa96
649,Júnior Santos,br BRA,FWMF,Botafogo (RJ),27,1994,11.9,1.85,1.85,1.51,0.00,0.17,0.08,0.08,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches,9109e933
650,Luis Eduardo Marques dos Santos,br BRA,DF,Atl Goianiense,24,1997,18.2,2.80,2.81,1.87,0.44,0.16,0.11,0.22,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches,5c5a0d4d
651,Matheus Santos,br BRA,MF,Goiás,23,1998,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,48125180
652,Rafael Santos,br BRA,DF,Coritiba,23,1998,12.7,1.97,1.97,1.10,0.63,0.00,0.08,0.08,0.08,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.00,Matches,c72a6057
653,Mateus Sarará,br BRA,MF,Avaí,19,2002,4.8,1.04,1.05,0.83,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1b4c1c9c
654,Renzo Saravia,ar ARG,DFMF,Botafogo (RJ),28,1993,20.2,1.93,1.93,1.09,0.20,0.15,0.00,0.40,0.10,0.20,0.20,0.10,0.00,0.05,0.00,0.05,0.00,Matches,cf316639
655,Eduardo Sasha,br BRA,FWMF,Atlético Mineiro,29,1992,14.3,3.50,3.49,2.73,0.00,0.14,0.21,0.35,0.07,0.14,0.14,0.07,0.00,0.00,0.00,0.07,0.00,Matches,b938b871
656,Lucas Sasha,br BRA,MF,Fortaleza,31,1990,14.1,1.49,1.49,1.28,0.07,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,2e2ec9cf
657,Gustavo Sauer,br BRA,FWMF,Botafogo (RJ),28,1993,3.2,3.75,3.78,2.19,0.31,0.94,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fd53959e
658,Jefferson Savarino,ve VEN,FW,Atlético Mineiro,25,1996,1.0,4.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,Matches,91721722
659,Sávio,br BRA,FWMF,Atlético Mineiro,17,2004,2.4,3.75,3.84,2.50,0.00,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,fe6e7156
660,Savio,br BRA,DF,Goiás,26,1995,9.4,2.87,2.86,1.38,1.38,0.11,0.00,0.00,0.00,0.21,0.21,0.11,0.11,0.00,0.00,0.00,0.00,Matches,3e8c6e2c
661,Gustavo Scarpa,br BRA,MFFW,Palmeiras,28,1994,28.6,7.17,7.17,3.01,2.80,0.31,0.49,0.56,0.00,0.66,0.66,0.38,0.21,0.00,0.07,0.00,0.00,Matches,2964fd20
662,Cleiton Schwengber,br BRA,GK,Bragantino,24,1997,37.0,0.24,0.24,0.14,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d24ae824
663,Shaylon,br BRA,FWMF,Atl Goianiense,24,1997,15.0,3.67,3.65,2.60,0.80,0.00,0.20,0.00,0.07,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches,69c11ef0
664,Sidcley,br BRA,DFMF,Cuiabá,28,1993,3.7,2.97,2.97,2.43,0.00,0.27,0.00,0.27,0.00,0.27,0.27,0.00,0.00,0.27,0.00,0.00,0.00,Matches,a5e96539
665,Sidimar,br BRA,DF,Goiás,29,1992,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,080fc1f0
666,Sidnei,br BRA,DF,Goiás,32,1989,3.3,0.61,0.62,0.61,0.00,0.00,0.00,0.00,0.00,0.30,0.31,0.30,0.00,0.00,0.00,0.00,0.00,Matches,b14d0c5d
667,Pablo Siles,uy URU,MF,Atl Paranaense,24,1997,1.8,0.56,0.57,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cca1e0b5
668,Aderlan Silva,br BRA,DF,Bragantino,31,1990,29.7,3.80,3.80,2.79,0.54,0.13,0.10,0.13,0.10,0.24,0.24,0.17,0.00,0.00,0.07,0.00,0.00,Matches,48371573
669,Bruno Silva,br BRA,MF,Avaí,35,1986,28.9,1.56,1.56,1.31,0.00,0.07,0.07,0.03,0.07,0.07,0.07,0.03,0.00,0.00,0.03,0.00,0.00,Matches,6efbf91e
670,Da Silva,br BRA,DF,Goiás,20,2001,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,4772a037
671,Cristiano da Silva Leite,br BRA,DF,Fluminense,28,1993,8.3,1.93,1.92,1.45,0.36,0.12,0.00,0.00,0.00,0.36,0.36,0.36,0.00,0.00,0.00,0.00,0.00,Matches,2567b7b6
672,Felipe Silva Lipe,br BRA,DF,Avaí,19,2002,3.0,1.33,1.33,1.00,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.00,0.00,Matches,6b2bfcda
673,Lucas Silva,br BRA,FWMF,Avaí,24,1998,1.2,2.50,2.45,0.83,0.00,0.00,0.83,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,aa47c6ce
674,Marcão Silva,br BRA,MFDF,Cuiabá,31,1991,14.1,1.21,1.21,1.06,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e7f8bf4a
675,Márcio Silva,br BRA,DF,Coritiba,20,2001,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7ee2ea5b
676,Nathan Silva,br BRA,DF,Atlético Mineiro,24,1997,19.2,0.89,0.88,0.78,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches,369d907c
677,Ricardo Silva,br BRA,DF,América (MG),29,1992,8.3,0.48,0.48,0.36,0.00,0.00,0.12,0.00,0.00,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches,a5075276
678,Miguel Silveira,br BRA,MFFW,Bragantino,18,2003,6.3,3.81,3.82,2.54,0.63,0.00,0.32,0.32,0.00,0.79,0.80,0.48,0.00,0.00,0.16,0.16,0.00,Matches,281942c4
679,Vinicius Silvestre,br BRA,GK,Palmeiras,27,1994,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,1944518a
680,Jailson Siqueira,br BRA,MF,Palmeiras,26,1995,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b4819112
681,Everton Soares,br BRA,FWMF,Flamengo,25,1996,15.7,4.14,4.13,2.61,0.19,0.64,0.38,0.32,0.00,0.70,0.70,0.45,0.00,0.13,0.13,0.00,0.00,Matches,b1cbc666
682,Tiquinho Soares,br BRA,FW,Botafogo (RJ),31,1991,13.7,2.92,2.91,1.53,0.00,0.44,0.44,0.44,0.07,0.22,0.22,0.15,0.00,0.00,0.07,0.00,0.00,Matches,4d982baf
683,Fernando Sobral,br BRA,MF,Ceará,27,1994,11.2,2.86,2.87,2.32,0.00,0.27,0.09,0.18,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches,c012aacd
684,Yeferson Soteldo,ve VEN,FWMF,Santos,24,1997,6.3,5.08,5.09,3.97,0.16,0.48,0.16,0.32,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches,bbb6c951
685,Yan Souto,br BRA,DF,Goiás,20,2001,6.8,0.59,0.59,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2dffc479
686,Hugo Souza,br BRA,GK,Flamengo,23,1999,14.3,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c02e5af1
687,Igor Vinícius de Souza,br BRA,DFFW,São Paulo,24,1997,12.9,3.10,3.10,2.25,0.54,0.23,0.00,0.00,0.08,0.39,0.39,0.31,0.00,0.00,0.00,0.00,0.08,Matches,ec95088d
688,Bruno Tabata,br BRA,FW,Palmeiras,24,1997,5.2,,,,,,,,,,,,,,,,,Matches,33fdf90d
689,Tadeu,br BRA,GK,Goiás,29,1992,38.0,0.29,0.29,0.13,0.16,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches,8445554f
690,Tailson,br BRA,FWDF,Santos,22,1999,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,200b381d
691,Taison,br BRA,MFFW,Internacional,34,1988,8.1,4.20,4.22,3.58,0.49,0.12,0.00,0.00,0.00,0.37,0.37,0.25,0.12,0.00,0.00,0.00,0.00,Matches,7272a72a
692,Tchê Tchê,br BRA,MF,Botafogo (RJ),29,1992,25.7,1.17,1.17,0.89,0.00,0.04,0.04,0.19,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.04,0.00,Matches,5f2caf8f
693,David Terans,uy URU,MF,Atl Paranaense,27,1994,22.3,3.54,3.54,1.88,0.81,0.31,0.45,0.09,0.00,0.36,0.36,0.18,0.00,0.04,0.13,0.00,0.00,Matches,d3d89d8d
694,Miguel Terceros,bo BOL,FW,Santos,17,2004,0.3,10.0,11.25,6.67,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d66ed604
695,Thiago,br BRA,GK,São Paulo,22,1999,2.7,0.74,0.74,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,602d20ae
696,Guilherme Tinga,br BRA,DF,Fortaleza,28,1993,13.1,2.44,2.45,1.83,0.46,0.08,0.00,0.00,0.08,0.46,0.46,0.38,0.00,0.08,0.00,0.00,0.00,Matches,a8331ab0
697,Titi,br BRA,DF,Fortaleza,33,1988,31.1,0.45,0.45,0.42,0.03,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,ea41ddf7
698,Igor Torres,br BRA,FWMF,Fortaleza,21,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,cc9b11b1
699,Jesús Trindade,uy URU,MF,Coritiba,28,1993,14.6,2.53,2.54,1.44,0.89,0.07,0.00,0.07,0.07,0.14,0.14,0.07,0.07,0.00,0.00,0.00,0.00,Matches,066e9f5d
700,Bruno Tubarão,br BRA,FWMF,Bragantino,26,1995,5.0,3.00,2.99,2.00,0.00,0.20,0.40,0.00,0.40,0.60,0.60,0.20,0.00,0.20,0.20,0.00,0.00,Matches,5411ef4f
701,Uendel,br BRA,DF,Cuiabá,33,1988,14.7,2.45,2.45,1.97,0.20,0.14,0.07,0.07,0.00,0.20,0.20,0.14,0.00,0.00,0.07,0.00,0.00,Matches,0bd9e045
702,Valdemir,br BRA,MF,Coritiba,24,1997,6.9,1.88,1.90,1.59,0.00,0.29,0.00,0.00,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches,82cca681
703,Valdívia,br BRA,MFFW,Cuiabá,27,1994,15.4,3.51,3.52,2.21,0.32,0.45,0.26,0.19,0.06,0.13,0.13,0.06,0.00,0.00,0.06,0.00,0.00,Matches,e12be458
704,Vanderlan,br BRA,DF,Palmeiras,19,2002,7.2,2.08,2.07,1.94,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches,bd8432ff
705,Guillermo Varela,uy URU,DF,Flamengo,28,1993,2.9,1.38,1.38,1.03,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5c961282
706,Eduardo Vargas,cl CHI,FW,Atlético Mineiro,32,1989,12.7,3.07,3.08,2.76,0.00,0.08,0.08,0.16,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches,bd603c00
707,Matheus de Vargas,br BRA,MF,Fortaleza,25,1996,4.6,3.48,3.44,1.96,0.00,0.43,0.22,0.87,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches,e43a07d4
708,Jhon Vasquez,co COL,FWMF,Ceará,26,1995,4.6,1.30,1.31,1.09,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.22,0.00,Matches,b6832e5e
709,Rafael Vaz,br BRA,DF,Avaí,33,1988,15.5,0.84,0.84,0.77,0.00,0.00,0.06,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,244fc074
710,Raphael Veiga,br BRA,MF,Palmeiras,26,1995,14.0,3.86,3.86,2.07,0.93,0.29,0.36,0.14,0.07,0.43,0.43,0.21,0.14,0.00,0.07,0.00,0.00,Matches,6e5a3bc7
711,Emiliano Velázquez,uy URU,DF,Santos,27,1994,6.0,0.67,0.66,0.67,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches,5efb80d5
712,Fausto Vera,ar ARG,MF,Corinthians,21,2000,14.5,2.07,2.07,1.86,0.00,0.00,0.07,0.14,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches,8b3b381b
713,Gabriel Veron,br BRA,FWMF,Palmeiras,19,2002,6.3,3.49,3.50,2.70,0.00,0.32,0.32,0.16,0.00,0.63,0.64,0.48,0.00,0.00,0.00,0.16,0.00,Matches,6bc49da7
714,João Vialle,br BRA,DF,Atl Paranaense,19,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,c63a8bf0
715,João Victor,br BRA,MF,Ceará,17,2004,0.2,5.00,5.29,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,e78d763e
716,João Victor,br BRA,DF,Corinthians,23,1998,5.4,0.56,0.56,0.37,0.00,0.00,0.19,0.00,0.00,0.19,0.19,0.00,0.00,0.00,0.19,0.00,0.00,Matches,d60cf08d
717,Marcos Victor,br BRA,DF,Ceará,20,2001,4.0,0.75,0.76,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d714fc5a
718,Arturo Vidal,cl CHI,MF,Flamengo,34,1987,9.3,3.55,3.56,2.80,0.43,0.00,0.00,0.22,0.11,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,Matches,67cdbc0e
719,Caio Vidal,br BRA,FWMF,Internacional,21,2000,1.7,2.94,2.90,0.59,0.00,0.00,1.18,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,599ab970
720,Elvis Vieira Araújo,br BRA,MFFW,Goiás,31,1990,9.4,3.94,3.92,2.66,1.17,0.00,0.00,0.11,0.00,0.21,0.21,0.11,0.11,0.00,0.00,0.00,0.00,Matches,b5391b63
721,Gabriel Vieira,br BRA,FW,Palmeiras,19,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,63904ba9
722,Luan Vieira,br BRA,MFFW,Santos,28,1993,5.0,2.40,2.38,1.60,0.60,0.00,0.00,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches,c4f6bf06
723,Marcos Vinicios Sorriso,br BRA,FW,Bragantino,20,2001,15.0,1.47,1.47,1.40,0.00,0.00,0.07,0.00,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches,e816a8ee
724,Vinícius,br BRA,FWMF,Ceará,30,1991,26.7,5.69,5.70,3.52,1.54,0.11,0.34,0.19,0.00,0.22,0.23,0.15,0.00,0.00,0.04,0.04,0.00,Matches,ee01c84d
725,Vinicius,br BRA,MFDF,Santos,22,1999,0.8,1.25,1.18,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ab3ef9c4
726,Vinícius,br BRA,MFFW,Goiás,28,1993,21.7,3.23,3.23,2.63,0.05,0.23,0.14,0.18,0.00,0.32,0.32,0.23,0.00,0.05,0.05,0.00,0.00,Matches,b6bd2b80
727,Vinícius,br BRA,FW,Botafogo (RJ),22,1999,9.7,2.89,2.90,2.16,0.00,0.10,0.31,0.31,0.00,0.21,0.21,0.00,0.00,0.00,0.10,0.10,0.00,Matches,ecce7383
728,Caio Vinícius,br BRA,MF,Goiás,23,1999,17.3,0.92,0.92,0.69,0.00,0.00,0.06,0.06,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8529df9f
729,Mateus Vital,br BRA,FWMF,Corinthians,23,1998,8.2,3.41,3.40,2.44,0.24,0.12,0.24,0.12,0.24,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches,db9c8fa4
730,Vitão,br BRA,DF,Internacional,21,2000,31.0,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d4f034db
731,Vitinho,br BRA,FW,Atl Paranaense,22,1999,15.9,2.20,2.21,1.32,0.06,0.44,0.19,0.13,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches,06d4b2e4
732,Vitinho,br BRA,FWMF,Flamengo,28,1993,5.3,3.40,3.37,2.83,0.38,0.00,0.19,0.00,0.00,0.38,0.37,0.19,0.00,0.00,0.19,0.00,0.00,Matches,a9e68c94
733,Vitinho,br BRA,FWMF,Avaí,21,2000,4.0,2.75,2.73,1.50,0.00,0.50,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,5e5cc7a9
734,João Vitor,br BRA,MF,Coritiba,21,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b8d3d5ee
735,Vladimir,br BRA,GK,Avaí,32,1989,22.5,0.13,0.13,0.04,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,bbae502c
736,Max Walef,br BRA,GK,Fortaleza,28,1993,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6411a48d
737,Walter,br BRA,GK,Cuiabá,34,1987,27.4,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8bae322b
738,Wanderson,br BRA,DF,Atl Goianiense,30,1991,27.2,0.37,0.37,0.33,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f612025c
739,Wanderson,br BRA,FWMF,Internacional,27,1994,17.8,3.71,3.70,2.58,0.06,0.34,0.45,0.17,0.11,0.34,0.34,0.28,0.00,0.00,0.06,0.00,0.00,Matches,5da33b33
740,Warley,br BRA,FWMF,Coritiba,22,1999,6.2,2.10,2.09,1.94,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,8f385e2e
741,Welington,br BRA,DFFW,São Paulo,20,2001,18.6,4.19,4.20,2.63,0.75,0.43,0.05,0.22,0.11,0.54,0.54,0.38,0.05,0.11,0.00,0.00,0.00,Matches,a7f95b1f
742,José Welison,br BRA,MF,Fortaleza,26,1995,19.1,2.09,2.09,1.62,0.10,0.05,0.16,0.10,0.05,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches,b6cb4d16
743,Weliton,cl CHI,MF,Juventude,16,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,721322fb
744,Wellington,br BRA,DF,Avaí,26,1995,3.0,0.67,0.67,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,ed36f825
745,Welliton,br BRA,MFFW,Bragantino,21,2000,1.1,6.36,6.12,3.64,0.91,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d1a7e953
746,Wendell,br BRA,MF,Ceará,19,2002,0.1,20.0,16.36,10.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,82b7e058
747,Werik,br BRA,FW,Bragantino,20,2001,5.7,1.05,1.05,0.53,0.00,0.35,0.00,0.18,0.00,0.18,0.17,0.00,0.00,0.18,0.00,0.00,0.00,Matches,8b20ba5f
748,Werton,br BRA,FW,Flamengo,18,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,d07bde9d
749,Wescley,br BRA,MF,Ceará,30,1991,0.8,2.50,2.65,2.50,0.00,0.00,0.00,0.00,0.00,1.25,1.32,1.25,0.00,0.00,0.00,0.00,0.00,Matches,5a43c680
750,Wesley,br BRA,FW,Palmeiras,22,1999,7.2,4.17,4.16,2.50,0.28,0.56,0.28,0.42,0.14,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,Matches,434de3a3
751,Weverson,br BRA,MF,Bragantino,21,2000,0.5,4.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,b9829bf7
752,Weverton,br BRA,DF,Internacional,22,1999,0.5,4.00,4.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,6ae59cc2
753,Wéverton,br BRA,GK,Palmeiras,34,1987,34.0,0.09,0.09,0.06,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,81be82e9
754,Rafael William,br BRA,GK,Coritiba,20,2001,6.0,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,Matches,eb9f6c10
755,Willian,br BRA,FWMF,Fluminense,35,1986,5.3,2.83,2.85,1.70,0.19,0.57,0.19,0.19,0.00,0.57,0.57,0.38,0.00,0.19,0.00,0.00,0.00,Matches,1f85d0c8
756,Willian,br BRA,FW,Corinthians,33,1988,9.2,4.35,4.35,2.39,0.33,0.65,0.22,0.54,0.22,0.43,0.44,0.22,0.00,0.00,0.00,0.11,0.11,Matches,8b9ebd03
757,Xavier,br BRA,MF,Corinthians,21,2000,1.8,1.67,1.65,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,f16ed217
758,Samuel Xavier,br BRA,DF,Fluminense,31,1990,31.4,2.58,2.58,2.39,0.06,0.00,0.03,0.10,0.00,0.25,0.25,0.22,0.00,0.00,0.00,0.03,0.00,Matches,0c870df5
759,Yago,br BRA,MFDF,Fluminense,26,1995,12.6,2.54,2.54,1.75,0.40,0.00,0.16,0.24,0.00,0.32,0.32,0.24,0.00,0.00,0.08,0.00,0.00,Matches,e2add0e7
760,Ytalo,br BRA,FW,Bragantino,34,1988,6.9,2.32,2.31,1.88,0.00,0.00,0.14,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,423e3d0b
761,Marcos Ytalo,br BRA,DF,Ceará,25,1996,1.8,2.78,2.80,1.11,1.11,0.00,0.00,0.00,0.56,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,Matches,70053afc
762,Vinícius Zanocelo,br BRA,MF,Santos,21,2001,22.3,2.87,2.88,2.11,0.00,0.22,0.45,0.00,0.09,0.13,0.13,0.09,0.00,0.00,0.04,0.00,0.00,Matches,27457e83
763,Federico Zaracho,ar ARG,MFFW,Atlético Mineiro,23,1998,20.9,3.16,3.15,2.68,0.00,0.10,0.29,0.05,0.05,0.29,0.29,0.24,0.00,0.00,0.05,0.00,0.00,Matches,803d5265
